Label,Satisfied,MedianAge,MethodNumber,WeekDay,ArrivalHour,DepartureHour,Lat,Long
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,45,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,7,16,-33,150
Satisfied,1,25,1,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Satisfied,1,35,3,2,8,19,-33,151
Satisfied,1,45,3,2,8,17,-33,150
Unsatisfied,0,45,3,2,10,18,-33,150
Satisfied,1,35,1,2,9,17,-33,151
Unsatisfied,0,55,3,2,8,17,-33,151
Unsatisfied,0,45,3,2,9,18,-33,151
Unsatisfied,0,35,3,2,7,16,-33,151
Unsatisfied,0,45,3,2,8,16,-33,151
Satisfied,1,55,1,2,6,15,-34,151
Satisfied,1,35,3,2,9,18,-33,151
Satisfied,1,55,6,2,8,17,-33,151
Unsatisfied,0,45,3,2,7,18,-33,150
Unsatisfied,0,55,3,2,7,16,-34,151
Unsatisfied,0,35,1,2,8,16,-33,150
Unsatisfied,0,35,1,2,8,16,-33,151
Satisfied,1,35,4,2,8,16,-33,151
Satisfied,1,45,3,2,6,16,-33,151
Satisfied,1,35,1,2,8,16,-33,151
Satisfied,1,25,1,2,8,18,-33,151
Satisfied,1,45,3,2,8,18,-33,151
Satisfied,1,35,3,2,7,17,-33,151
Unsatisfied,0,35,3,2,9,18,-33,150
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,55,2,2,8,16,-33,151
Unsatisfied,0,25,1,2,11,19,-33,151
Satisfied,1,45,3,2,8,16,-33,150
Satisfied,1,45,3,2,8,16,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Satisfied,1,45,1,2,7,17,-33,151
Satisfied,1,45,3,2,8,16,-33,151
Satisfied,1,35,3,2,9,17,-33,151
Satisfied,1,55,1,2,8,16,-33,151
Unsatisfied,0,35,1,2,8,17,-33,151
Satisfied,1,45,3,2,8,16,-33,150
Satisfied,1,55,3,2,7,18,-33,151
Unsatisfied,0,45,3,2,9,17,-33,151
Satisfied,1,45,3,2,7,16,-33,151
Satisfied,1,45,3,2,10,18,-33,151
Satisfied,1,35,3,2,9,18,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,65,3,2,7,16,-33,151
Satisfied,1,45,3,2,8,16,-33,150
Unsatisfied,0,25,1,2,8,17,-33,151
Unsatisfied,0,75,3,2,7,16,-33,150
Unsatisfied,0,25,3,2,7,18,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Satisfied,1,35,3,2,9,17,-33,151
Satisfied,1,45,1,2,9,17,-33,151
Satisfied,1,25,2,2,8,17,-33,151
Unsatisfied,0,35,1,2,8,16,-33,151
Unsatisfied,0,35,1,2,8,17,-33,151
Unsatisfied,0,55,1,2,9,17,-33,151
Satisfied,1,25,1,2,8,16,-33,151
Unsatisfied,0,35,1,2,8,17,-33,151
Satisfied,1,45,3,2,9,18,-33,151
Unsatisfied,0,35,1,2,7,15,-33,151
Satisfied,1,25,3,2,9,17,-33,151
Satisfied,1,55,3,2,8,16,-33,151
Satisfied,1,25,1,2,9,17,-33,151
Unsatisfied,0,55,1,2,8,16,-33,151
Unsatisfied,0,45,3,2,8,16,-33,151
Satisfied,1,55,1,2,9,18,-33,151
Satisfied,1,45,3,2,8,18,-33,151
Unsatisfied,0,55,3,2,9,17,-33,151
Unsatisfied,0,35,1,2,9,18,-33,151
Satisfied,1,55,3,2,9,18,-33,151
Unsatisfied,0,45,2,2,9,17,-33,150
Unsatisfied,0,35,3,2,9,18,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,25,1,2,9,17,-33,151
Unsatisfied,0,25,3,2,9,17,-33,151
Satisfied,1,25,1,2,9,17,-33,151
Unsatisfied,0,35,1,2,9,18,-33,151
Unsatisfied,0,35,3,2,9,18,-33,151
Unsatisfied,0,25,1,2,9,17,-34,151
Satisfied,1,35,3,2,8,16,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Unsatisfied,0,45,1,2,9,17,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,25,1,2,9,17,-33,151
Satisfied,1,35,2,2,8,17,-33,150
Unsatisfied,0,35,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,9,16,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Unsatisfied,0,45,3,2,7,16,-34,151
Unsatisfied,0,25,1,2,8,17,-33,151
Satisfied,1,35,5,2,9,18,-33,151
Satisfied,1,55,3,2,7,16,-33,151
Satisfied,1,35,1,2,9,18,-33,151
Unsatisfied,0,35,3,2,8,16,-33,150
Unsatisfied,0,25,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,9,17,-33,151
Satisfied,1,35,3,2,9,18,-33,151
Unsatisfied,0,45,3,2,9,19,-33,151
Satisfied,1,25,3,2,8,18,-33,151
Satisfied,1,35,3,2,9,17,-33,151
Unsatisfied,0,35,1,2,8,18,-33,151
Unsatisfied,0,35,3,2,7,16,-33,151
Unsatisfied,0,25,1,2,9,17,-33,150
Unsatisfied,0,55,3,2,7,19,-33,151
Satisfied,1,45,3,2,9,17,-33,151
Unsatisfied,0,35,1,2,8,16,-33,151
Unsatisfied,0,45,1,2,8,19,-34,151
Satisfied,1,25,3,2,9,18,-33,151
Satisfied,1,55,3,2,7,16,-33,151
Satisfied,1,35,1,2,9,17,-33,151
Unsatisfied,0,25,3,2,8,17,-33,151
Unsatisfied,0,45,4,2,9,18,-33,150
Unsatisfied,0,25,4,2,8,17,-33,150
Satisfied,1,25,6,2,8,16,-33,151
Satisfied,1,45,3,2,9,17,-33,151
Satisfied,1,45,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,6,16,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Unsatisfied,0,55,3,2,9,14,-33,151
Satisfied,1,45,1,2,9,17,-33,151
Satisfied,1,25,1,2,8,16,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Unsatisfied,0,25,3,2,9,17,-34,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,25,1,2,8,17,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Unsatisfied,0,45,1,2,7,16,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Satisfied,1,45,3,2,9,17,-33,151
Unsatisfied,0,25,1,2,8,16,-33,150
Unsatisfied,0,25,3,2,9,17,-33,150
Satisfied,1,25,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,45,1,2,7,16,-33,151
Satisfied,1,45,1,2,7,17,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Satisfied,1,35,1,2,7,15,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,55,3,2,8,17,-33,151
Satisfied,1,55,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,9,17,-33,151
Satisfied,1,45,4,2,7,16,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Satisfied,1,45,1,2,8,17,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Unsatisfied,0,45,3,2,9,17,-33,151
Satisfied,1,35,1,2,9,17,-33,151
Unsatisfied,0,45,3,2,9,18,-33,151
Satisfied,1,45,1,2,9,18,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Unsatisfied,0,25,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,35,3,2,7,18,-33,151
Satisfied,1,45,3,2,8,18,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,45,3,2,9,19,-33,151
Satisfied,1,35,4,2,8,18,-33,151
Unsatisfied,0,35,1,2,7,15,-33,150
Satisfied,1,35,3,2,7,16,-33,151
Unsatisfied,0,25,1,2,8,18,-33,151
Unsatisfied,0,25,3,2,8,16,-33,151
Satisfied,1,25,1,2,9,18,-33,151
Satisfied,1,45,1,2,8,16,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,7,15,-34,151
Unsatisfied,0,25,3,2,8,16,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Satisfied,1,35,1,2,8,16,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,35,2,2,8,17,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Satisfied,1,25,2,2,9,17,-33,151
Satisfied,1,35,1,2,8,18,-33,151
Satisfied,1,25,3,2,8,16,-33,151
Satisfied,1,35,3,2,9,17,-33,151
Unsatisfied,0,85,3,2,8,16,-33,150
Unsatisfied,0,25,2,2,9,17,-33,150
Satisfied,1,35,3,2,9,18,-33,151
Satisfied,1,35,3,2,7,16,-33,150
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,35,3,2,7,17,-33,151
Unsatisfied,0,25,1,2,9,17,-33,151
Satisfied,1,55,3,2,8,16,-33,151
Satisfied,1,75,1,2,8,17,-33,151
Satisfied,1,35,1,2,8,16,-33,151
Unsatisfied,0,45,3,2,7,16,-34,151
Unsatisfied,0,35,3,2,8,18,-33,151
Satisfied,1,25,2,2,8,17,-33,150
Satisfied,1,25,2,2,8,17,-33,150
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,55,2,2,8,18,-33,151
Unsatisfied,0,45,3,2,7,16,-33,151
Unsatisfied,0,25,1,2,8,16,-33,151
Unsatisfied,0,25,3,2,8,18,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Satisfied,1,45,3,2,7,16,-33,151
Unsatisfied,0,45,3,2,9,18,-33,151
Satisfied,1,35,4,2,8,17,-33,151
Unsatisfied,0,45,3,2,8,17,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Satisfied,1,25,1,2,9,17,-33,151
Satisfied,1,35,1,2,7,16,-33,150
Satisfied,1,35,1,2,9,17,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Unsatisfied,0,35,3,2,8,16,-33,150
Unsatisfied,0,55,1,2,8,17,-33,151
Unsatisfied,0,25,3,2,8,16,-33,151
Satisfied,1,45,1,2,8,17,-33,151
Unsatisfied,0,25,1,2,8,16,-33,151
Unsatisfied,0,25,3,2,8,16,-33,151
Unsatisfied,0,45,3,2,9,17,-33,151
Unsatisfied,0,25,3,2,8,16,-33,151
Unsatisfied,0,25,1,2,9,17,-33,151
Unsatisfied,0,25,3,2,7,16,-34,151
Satisfied,1,35,1,2,8,18,-33,151
Unsatisfied,0,45,3,2,9,18,-33,151
Satisfied,1,45,1,2,8,18,-33,151
Unsatisfied,0,35,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,9,18,-33,150
Unsatisfied,0,45,1,2,8,17,-33,151
Unsatisfied,0,35,1,2,8,16,-33,151
Unsatisfied,0,25,1,2,8,17,-33,151
Unsatisfied,0,25,3,2,8,16,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,35,1,2,9,18,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Satisfied,1,55,3,2,6,16,-33,150
Satisfied,1,25,1,2,9,18,-33,151
Unsatisfied,0,45,3,2,9,17,-33,150
Unsatisfied,0,25,3,2,9,17,-33,151
Satisfied,1,55,3,2,8,17,-33,151
Satisfied,1,45,2,2,9,17,-33,150
Satisfied,1,35,3,2,6,15,-33,151
Satisfied,1,35,3,2,7,16,-33,151
Unsatisfied,0,25,3,2,8,17,-33,150
Unsatisfied,0,55,3,2,9,17,-33,150
Unsatisfied,0,25,2,2,8,16,-33,151
Satisfied,1,35,1,2,9,18,-33,151
Unsatisfied,0,25,3,2,7,16,-33,150
Satisfied,1,45,1,2,8,16,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Satisfied,1,55,3,2,8,17,-33,151
Unsatisfied,0,45,1,2,8,17,-33,151
Unsatisfied,0,35,3,2,6,15,-33,150
Unsatisfied,0,45,3,2,9,17,-33,151
Unsatisfied,0,35,2,2,8,16,-33,150
Unsatisfied,0,35,3,2,8,16,-33,150
Satisfied,1,55,3,2,8,17,-33,151
Satisfied,1,35,1,2,8,16,-33,151
Satisfied,1,65,3,2,7,18,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Unsatisfied,0,25,1,2,9,18,-33,150
Unsatisfied,0,55,1,2,9,17,-33,151
Satisfied,1,35,3,2,9,17,-33,151
Unsatisfied,0,35,1,2,9,17,-33,151
Unsatisfied,0,45,3,2,7,16,-33,150
Satisfied,1,55,3,2,9,17,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,25,1,2,9,17,-33,151
Satisfied,1,25,1,2,8,16,-33,151
Unsatisfied,0,35,3,2,8,16,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Unsatisfied,0,35,3,2,9,17,-33,151
Satisfied,1,45,3,2,7,18,-33,151
Satisfied,1,35,3,2,9,18,-33,151
Satisfied,1,45,3,2,7,17,-33,151
Satisfied,1,65,2,2,7,17,-33,151
Unsatisfied,0,35,1,2,8,16,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,45,3,2,7,16,-33,151
Unsatisfied,0,35,3,2,8,17,-33,150
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,35,2,2,8,16,-33,150
Unsatisfied,0,25,3,2,8,17,-33,150
Satisfied,1,35,1,2,7,15,-33,151
Unsatisfied,0,45,3,2,7,16,-33,150
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,35,2,2,8,16,-33,150
Unsatisfied,0,55,3,2,7,16,-33,150
Unsatisfied,0,25,3,2,8,17,-33,150
Satisfied,1,45,3,2,8,17,-33,150
Satisfied,1,55,3,2,8,17,-33,150
Satisfied,1,55,1,2,8,18,-33,151
Satisfied,1,55,3,2,8,18,-33,151
Satisfied,1,45,3,2,8,17,-35,149
Satisfied,1,35,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,9,17,-33,151
Unsatisfied,0,25,1,2,8,17,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,45,2,2,9,17,-33,151
Unsatisfied,0,45,1,2,8,16,-33,150
Unsatisfied,0,85,3,2,8,19,-33,150
Satisfied,1,35,1,2,8,17,-33,151
Satisfied,1,55,3,2,12,18,-33,151
Unsatisfied,0,35,1,2,8,18,-33,151
Unsatisfied,0,55,3,2,9,19,-33,150
Satisfied,1,25,3,2,9,18,-33,151
Satisfied,1,35,3,2,10,18,-33,150
Unsatisfied,0,55,3,2,8,17,-33,151
Satisfied,1,45,6,2,9,18,-33,151
Unsatisfied,0,55,2,2,8,17,-33,150
Satisfied,1,45,1,2,8,16,-33,151
Unsatisfied,0,25,1,2,7,17,-33,151
Satisfied,1,45,3,2,7,17,-33,151
Satisfied,1,45,1,2,8,16,-33,151
Satisfied,1,25,3,2,9,18,-33,150
Satisfied,1,45,2,2,9,17,-33,150
Satisfied,1,65,3,2,6,16,-33,150
Unsatisfied,0,55,3,2,8,18,-33,151
Satisfied,1,35,1,2,8,16,-33,151
Unsatisfied,0,45,3,2,9,17,-33,151
Satisfied,1,35,3,2,7,16,-33,151
Satisfied,1,35,1,2,8,17,-33,151
Satisfied,1,35,3,2,9,19,-33,150
Unsatisfied,0,35,3,2,8,17,-33,151
Satisfied,1,35,3,2,7,16,-33,151
Satisfied,1,55,3,2,9,18,-33,151
Unsatisfied,0,45,2,2,9,17,-33,151
Satisfied,1,35,1,2,9,18,-33,151
Satisfied,1,35,2,2,8,17,-33,150
Unsatisfied,0,45,3,2,8,16,-33,150
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,35,1,2,8,17,-33,150
Unsatisfied,0,45,3,2,8,17,-33,150
Satisfied,1,35,3,2,9,16,-33,151
Satisfied,1,45,3,2,7,17,-33,151
Unsatisfied,0,45,3,2,7,17,-33,151
Unsatisfied,0,35,2,2,7,16,-33,150
Unsatisfied,0,25,1,2,8,18,-33,151
Satisfied,1,25,2,2,8,17,-33,150
Unsatisfied,0,45,3,2,9,16,-33,151
Unsatisfied,0,75,3,2,9,17,-33,151
Satisfied,1,35,3,2,8,19,-33,151
Satisfied,1,55,3,2,7,17,-33,151
Unsatisfied,0,55,3,2,9,17,-33,150
Satisfied,1,65,3,2,6,17,-33,151
Unsatisfied,0,55,3,2,10,16,-33,151
Unsatisfied,0,25,3,2,8,17,-33,151
Unsatisfied,0,45,3,2,7,18,-33,150
Unsatisfied,0,45,3,2,7,17,-33,151
Unsatisfied,0,35,3,2,8,17,-34,151
Satisfied,1,35,3,2,8,17,-33,150
Satisfied,1,45,3,2,8,18,-33,150
Satisfied,1,35,1,2,8,17,-33,151
Unsatisfied,0,45,3,2,7,16,-33,150
Satisfied,1,45,4,2,8,17,-33,151
Satisfied,1,55,3,2,8,18,-33,151
Satisfied,1,55,3,2,8,17,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Satisfied,1,45,3,2,9,18,-33,151
Unsatisfied,0,35,3,2,8,17,-34,151
Satisfied,1,35,3,2,9,17,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Unsatisfied,0,45,2,2,8,17,-33,150
Satisfied,1,35,3,2,7,16,-33,151
Unsatisfied,0,35,1,2,8,16,-33,151
Satisfied,1,35,3,2,8,17,-33,150
Satisfied,1,35,3,2,6,17,-33,151
Unsatisfied,0,45,3,2,9,17,-34,151
Unsatisfied,0,45,3,2,8,16,-33,151
Satisfied,1,45,3,2,9,17,-33,151
Unsatisfied,0,45,3,2,7,15,-33,150
Satisfied,1,45,3,2,8,16,-33,150
Satisfied,1,55,3,2,7,16,-33,150
Unsatisfied,0,55,5,2,7,18,-33,151
Satisfied,1,25,3,2,8,17,-33,151
Satisfied,1,45,3,2,7,17,-33,150
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,45,3,2,5,16,-33,151
Satisfied,1,45,3,2,8,18,-33,151
Unsatisfied,0,55,3,2,8,17,-33,150
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,55,3,2,10,20,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,35,3,2,8,16,-33,151
Satisfied,1,25,3,2,8,19,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Unsatisfied,0,45,3,2,9,16,-33,151
Satisfied,1,45,3,2,9,15,-33,151
Satisfied,1,55,3,2,8,19,-33,151
Satisfied,1,35,3,2,8,19,-33,151
Satisfied,1,45,3,2,9,18,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,35,3,2,8,18,-33,151
Satisfied,1,35,3,2,7,17,-33,151
Satisfied,1,35,3,2,8,17,-33,150
Satisfied,1,25,3,2,8,17,-33,151
Satisfied,1,45,3,2,8,18,-33,151
Satisfied,1,65,3,2,7,17,-33,150
Satisfied,1,55,3,2,8,18,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,35,3,2,8,17,-33,151
Satisfied,1,25,3,2,8,17,-33,150
Satisfied,1,35,3,2,8,17,-33,151
Unsatisfied,0,45,3,2,9,18,-33,150
Unsatisfied,0,35,3,2,8,16,-33,150
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,55,3,2,8,17,-33,151
Unsatisfied,0,35,1,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,17,-33,151
Unsatisfied,0,45,3,2,7,17,-34,150
Satisfied,1,45,3,2,8,16,-33,151
Satisfied,1,25,3,2,8,18,-33,151
Unsatisfied,0,25,1,2,8,17,-34,151
Satisfied,1,55,3,2,8,17,-33,151
Unsatisfied,0,35,3,2,8,18,-33,151
Satisfied,1,45,3,2,8,17,-33,151
Satisfied,1,45,3,2,9,19,-33,151
Unsatisfied,0,45,3,2,8,16,-33,151
Satisfied,1,45,3,2,7,18,-33,151
Satisfied,1,15,2,6,11,4,-33,150
Satisfied,1,15,2,6,8,5,-33,151
Satisfied,1,15,2,6,21,10,-33,151
Satisfied,1,15,2,6,10,12,-33,150
Satisfied,1,15,2,6,9,14,-33,150
Satisfied,1,15,2,6,9,14,-33,151
Satisfied,1,15,2,6,10,15,-33,150
Satisfied,1,15,2,6,10,15,-33,151
Satisfied,1,15,2,6,10,15,-33,151
Satisfied,1,15,2,6,11,15,-33,151
Satisfied,1,15,2,6,11,15,-33,151
Satisfied,1,15,2,6,10,15,-33,150
Satisfied,1,15,2,6,8,16,-33,150
Satisfied,1,15,2,6,8,16,-33,150
Satisfied,1,15,2,6,9,16,-33,150
Satisfied,1,15,2,6,9,16,-33,150
Satisfied,1,15,2,6,9,16,-33,150
Satisfied,1,15,2,6,10,16,-33,151
Satisfied,1,15,2,6,10,16,-33,151
Satisfied,1,15,2,6,10,16,-33,151
Satisfied,1,15,2,6,10,16,-33,151
Satisfied,1,15,2,6,11,16,-33,151
Satisfied,1,15,2,6,12,16,-33,151
Satisfied,1,15,2,6,8,16,-33,150
Satisfied,1,15,2,6,8,17,-33,151
Satisfied,1,15,2,6,8,17,-33,150
Satisfied,1,15,2,6,9,17,-33,151
Satisfied,1,15,2,6,10,17,-33,151
Satisfied,1,15,2,6,10,17,-33,151
Satisfied,1,15,2,6,10,17,-33,150
Satisfied,1,15,2,6,11,17,-33,150
Satisfied,1,15,2,6,8,18,-33,150
Satisfied,1,15,2,6,9,18,-33,151
Satisfied,1,15,2,6,10,18,-33,150
Satisfied,1,15,2,6,10,18,-33,151
Satisfied,1,15,2,6,11,18,-33,151
Satisfied,1,15,2,6,13,18,-33,150
Satisfied,1,15,2,6,8,18,-33,150
Satisfied,1,15,2,6,13,19,-33,151
Satisfied,1,15,2,6,12,20,-33,151
Satisfied,1,25,2,6,10,12,-33,151
Satisfied,1,25,2,6,9,13,-33,150
Satisfied,1,25,2,6,9,13,-33,150
Satisfied,1,25,2,6,9,13,-33,151
Satisfied,1,25,2,6,10,13,-33,151
Satisfied,1,25,2,6,10,13,-33,151
Satisfied,1,25,2,6,8,14,-33,150
Satisfied,1,25,2,6,9,14,-33,151
Satisfied,1,25,2,6,9,14,-33,151
Satisfied,1,25,2,6,10,14,-33,150
Satisfied,1,25,2,6,7,15,-33,151
Satisfied,1,25,2,6,8,15,-33,150
Satisfied,1,25,2,6,9,15,-33,151
Satisfied,1,25,2,6,9,15,-33,151
Satisfied,1,25,2,6,9,15,-33,151
Satisfied,1,25,2,6,10,15,-33,151
Satisfied,1,25,2,6,11,15,-33,151
Satisfied,1,25,2,6,7,16,-33,150
Satisfied,1,25,2,6,7,16,-33,151
Satisfied,1,25,2,6,7,16,-33,150
Satisfied,1,25,2,6,7,16,-33,151
Satisfied,1,25,2,6,7,16,-33,151
Satisfied,1,25,2,6,8,16,-33,150
Satisfied,1,25,2,6,8,16,-33,151
Satisfied,1,25,2,6,9,16,-33,150
Satisfied,1,25,2,6,9,16,-33,150
Satisfied,1,25,2,6,10,16,-33,150
Satisfied,1,25,2,6,10,16,-33,150
Satisfied,1,25,2,6,10,16,-33,151
Satisfied,1,25,2,6,12,16,-33,150
Satisfied,1,25,2,6,8,16,-33,151
Satisfied,1,25,2,6,9,16,-33,150
Satisfied,1,25,2,6,9,16,-33,151
Satisfied,1,25,2,6,12,16,-33,151
Satisfied,1,25,2,6,8,16,-33,151
Satisfied,1,25,2,6,9,16,-33,151
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,10,17,-33,151
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,10,17,-33,151
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,9,17,-33,150
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,9,17,-33,151
Satisfied,1,25,2,6,10,17,-33,150
Satisfied,1,25,2,6,14,17,-33,151
Satisfied,1,25,2,6,8,17,-33,151
Satisfied,1,25,2,6,8,17,-33,150
Satisfied,1,25,2,6,8,18,-33,150
Satisfied,1,25,2,6,8,18,-33,151
Satisfied,1,25,2,6,8,18,-33,151
Satisfied,1,25,2,6,9,18,-33,151
Satisfied,1,25,2,6,9,18,-33,151
Satisfied,1,25,2,6,10,18,-33,150
Satisfied,1,25,2,6,10,18,-33,151
Satisfied,1,25,2,6,16,18,-33,151
Satisfied,1,25,2,6,9,18,-33,151
Satisfied,1,25,2,6,8,19,-33,150
Satisfied,1,25,2,6,8,19,-33,150
Satisfied,1,25,2,6,9,19,-33,151
Satisfied,1,25,2,6,9,19,-33,151
Satisfied,1,25,2,6,11,19,-33,150
Satisfied,1,25,2,6,11,19,-33,151
Satisfied,1,25,2,6,12,20,-33,151
Satisfied,1,25,2,6,11,20,-33,150
Satisfied,1,25,2,6,9,21,-33,151
Satisfied,1,35,2,6,9,5,-33,150
Satisfied,1,35,2,6,9,6,-33,151
Satisfied,1,35,2,6,7,14,-33,151
Satisfied,1,35,2,6,6,15,-33,150
Satisfied,1,35,2,6,7,15,-33,150
Satisfied,1,35,2,6,7,15,-33,151
Satisfied,1,35,2,6,7,15,-33,150
Satisfied,1,35,2,6,7,16,-33,151
Satisfied,1,35,2,6,7,16,-33,151
Satisfied,1,35,2,6,7,16,-33,151
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,151
Satisfied,1,35,2,6,7,16,-33,150
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,151
Satisfied,1,35,2,6,8,16,-33,151
Satisfied,1,35,2,6,9,16,-33,151
Satisfied,1,35,2,6,7,16,-33,150
Satisfied,1,35,2,6,8,16,-33,151
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,8,16,-33,151
Satisfied,1,35,2,6,8,16,-33,150
Satisfied,1,35,2,6,9,16,-33,150
Satisfied,1,35,2,6,9,16,-33,151
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,8,17,-33,151
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,9,17,-33,150
Satisfied,1,35,2,6,9,17,-33,150
Satisfied,1,35,2,6,9,17,-33,150
Satisfied,1,35,2,6,9,17,-33,151
Satisfied,1,35,2,6,9,17,-33,151
Satisfied,1,35,2,6,7,17,-33,151
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,8,17,-33,151
Satisfied,1,35,2,6,8,17,-33,150
Satisfied,1,35,2,6,8,17,-33,151
Satisfied,1,35,2,6,8,17,-33,151
